## Fri Nov 25 12:34:55 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4 --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM__468x_n4/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype genome --genepred prodigal --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
FRAGMENTO_202_2	1171373.PACID_28850	1.31e-244	677.0	COG0470@1|root,COG0470@2|Bacteria,2GJ8C@201174|Actinobacteria,4DNVR@85009|Propionibacteriales	201174|Actinobacteria	L	DNA polymerase III	holB	GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009360,GO:0009987,GO:0032991,GO:0034641,GO:0034645,GO:0042575,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0061695,GO:0071704,GO:0090304,GO:1901360,GO:1901576,GO:1902494,GO:1990234	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNApol3-delta_C
FRAGMENTO_202_3	1171373.PACID_28840	4.37e-151	429.0	COG2259@1|root,COG2259@2|Bacteria,2GV27@201174|Actinobacteria	201174|Actinobacteria	S	DoxX	-	-	-	ko:K15977	-	-	-	-	ko00000	-	-	-	DoxX
FRAGMENTO_202_4	1171373.PACID_28830	4.95e-163	461.0	COG1774@1|root,COG1774@2|Bacteria,2HYDT@201174|Actinobacteria	201174|Actinobacteria	S	PFAM PSP1 domain protein	-	-	-	-	-	-	-	-	-	-	-	-	PSP1
FRAGMENTO_203_1	1171373.PACID_28820	0.0	887.0	COG0596@1|root,COG0596@2|Bacteria,2GJYS@201174|Actinobacteria,4DNG9@85009|Propionibacteriales	201174|Actinobacteria	S	TAP-like protein	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_4
FRAGMENTO_203_3	1171373.PACID_28800	2.41e-215	605.0	COG4805@1|root,COG4805@2|Bacteria,2GMUR@201174|Actinobacteria,4DPPG@85009|Propionibacteriales	201174|Actinobacteria	S	Bacterial protein of unknown function (DUF885)	-	-	-	-	-	-	-	-	-	-	-	-	DUF885
FRAGMENTO_204_1	1171373.PACID_28800	1.26e-142	418.0	COG4805@1|root,COG4805@2|Bacteria,2GMUR@201174|Actinobacteria,4DPPG@85009|Propionibacteriales	201174|Actinobacteria	S	Bacterial protein of unknown function (DUF885)	-	-	-	-	-	-	-	-	-	-	-	-	DUF885
FRAGMENTO_204_2	1122997.AUDD01000006_gene23	2.78e-52	164.0	COG4115@1|root,COG4115@2|Bacteria,2IQAJ@201174|Actinobacteria	201174|Actinobacteria	S	addiction module toxin, Txe YoeB family	yoeB	-	-	ko:K19158	-	-	-	-	ko00000,ko01000,ko02048	-	-	-	YoeB_toxin
FRAGMENTO_204_3	1122997.AUDD01000006_gene22	1.65e-42	140.0	COG2161@1|root,COG2161@2|Bacteria,2IQ6H@201174|Actinobacteria	201174|Actinobacteria	D	Antitoxin component of a toxin-antitoxin (TA) module	relJ	GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:1903506,GO:2000112,GO:2001141	-	ko:K19159	-	-	-	-	ko00000,ko02048	-	-	-	PhdYeFM_antitox
FRAGMENTO_204_4	1171373.PACID_28780	2.55e-111	325.0	COG5516@1|root,COG5516@2|Bacteria,2HQ3W@201174|Actinobacteria,4DVFA@85009|Propionibacteriales	201174|Actinobacteria	S	Putative stress-induced transcription regulator	-	-	-	-	-	-	-	-	-	-	-	-	ABATE,zf-CGNR
FRAGMENTO_205_2	1171373.PACID_28750	1.04e-302	828.0	COG1231@1|root,COG1231@2|Bacteria,2GK23@201174|Actinobacteria,4DP12@85009|Propionibacteriales	201174|Actinobacteria	E	amine oxidase	-	-	1.4.3.4	ko:K00274	ko00260,ko00330,ko00340,ko00350,ko00360,ko00380,ko00950,ko00982,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00260,map00330,map00340,map00350,map00360,map00380,map00950,map00982,map01100,map01110,map04726,map04728,map05030,map05031,map05034	M00135	R02173,R02382,R02529,R02532,R02613,R02908,R02919,R04025,R04300,R04674,R04890,R04893,R04894,R04907,R04908,R08346,R08347,R08348,R11354	RC00062,RC00160,RC00225,RC00676,RC00807,RC00808,RC01808,RC02226,RC02713	ko00000,ko00001,ko00002,ko01000	-	-	-	Amino_oxidase
FRAGMENTO_205_3	1171373.PACID_28740	1.94e-121	347.0	COG0431@1|root,COG0431@2|Bacteria,2GNFR@201174|Actinobacteria,4DQXC@85009|Propionibacteriales	201174|Actinobacteria	S	NADPH-dependent FMN reductase	-	-	-	-	-	-	-	-	-	-	-	-	FMN_red
FRAGMENTO_205_4	1171373.PACID_28730	1.27e-150	446.0	COG0518@1|root,COG1680@1|root,COG0518@2|Bacteria,COG1680@2|Bacteria,2GN1H@201174|Actinobacteria,4DP8S@85009|Propionibacteriales	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
FRAGMENTO_206_1	1171373.PACID_28730	2.97e-286	803.0	COG0518@1|root,COG1680@1|root,COG0518@2|Bacteria,COG1680@2|Bacteria,2GN1H@201174|Actinobacteria,4DP8S@85009|Propionibacteriales	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	Beta-lactamase
FRAGMENTO_206_2	1171373.PACID_28720	1.4e-228	633.0	COG2355@1|root,COG2355@2|Bacteria,2GN82@201174|Actinobacteria,4DNSK@85009|Propionibacteriales	201174|Actinobacteria	E	Membrane dipeptidase (Peptidase family M19)	-	-	3.4.13.19	ko:K01273	-	-	-	-	ko00000,ko00537,ko01000,ko01002,ko04147	-	-	-	Peptidase_M19
FRAGMENTO_206_3	1171373.PACID_28710	4.87e-174	488.0	COG0115@1|root,COG0115@2|Bacteria,2GN5Z@201174|Actinobacteria	201174|Actinobacteria	EH	Branched-chain amino acid aminotransferase 4-amino-4-deoxychorismate lyase	pabC	-	4.1.3.38	ko:K02619	ko00790,map00790	-	R05553	RC01843,RC02148	ko00000,ko00001,ko01000	-	-	-	Aminotran_4
FRAGMENTO_207_1	1171373.PACID_28700	0.0	1050.0	COG0747@1|root,COG0747@2|Bacteria,2GNKN@201174|Actinobacteria,4DPH8@85009|Propionibacteriales	201174|Actinobacteria	E	Bacterial extracellular solute-binding proteins, family 5 Middle	-	-	-	ko:K02035	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	SBP_bac_5
FRAGMENTO_207_2	1171373.PACID_28690	2.17e-224	621.0	COG0601@1|root,COG0601@2|Bacteria,2GM72@201174|Actinobacteria,4DPH9@85009|Propionibacteriales	201174|Actinobacteria	EP	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02033	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1
FRAGMENTO_207_3	1171373.PACID_28680	4.03e-17	80.1	COG1173@1|root,COG1173@2|Bacteria,2GKAW@201174|Actinobacteria,4DPB4@85009|Propionibacteriales	201174|Actinobacteria	EP	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
FRAGMENTO_208_1	1171373.PACID_28680	3.49e-159	450.0	COG1173@1|root,COG1173@2|Bacteria,2GKAW@201174|Actinobacteria,4DPB4@85009|Propionibacteriales	201174|Actinobacteria	EP	Binding-protein-dependent transport system inner membrane component	-	-	-	ko:K02034	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	BPD_transp_1,OppC_N
FRAGMENTO_208_2	1171373.PACID_28670	0.0	991.0	COG1123@1|root,COG4172@2|Bacteria,2H3HY@201174|Actinobacteria	201174|Actinobacteria	O	Belongs to the ABC transporter superfamily	-	-	-	ko:K02031,ko:K02032	ko02024,map02024	M00239	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5	-	-	ABC_tran,oligo_HPY
FRAGMENTO_208_3	1171373.PACID_28660	9.78e-197	551.0	COG1619@1|root,COG1619@2|Bacteria,2HFIX@201174|Actinobacteria,4DUE1@85009|Propionibacteriales	201174|Actinobacteria	V	LD-carboxypeptidase	-	-	3.4.17.13	ko:K01297	-	-	-	-	ko00000,ko01000,ko01002,ko01011	-	-	-	Peptidase_S66
FRAGMENTO_209_1	1171373.PACID_28650	5.16e-75	227.0	COG1522@1|root,COG1522@2|Bacteria,2GK3G@201174|Actinobacteria,4DQJS@85009|Propionibacteriales	201174|Actinobacteria	K	helix_turn_helix ASNC type	lrp_3	-	-	ko:K03719	-	-	-	-	ko00000,ko03000,ko03036	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
FRAGMENTO_209_2	1171373.PACID_28640	2.56e-177	498.0	COG2367@1|root,COG2367@2|Bacteria,2I4PD@201174|Actinobacteria	201174|Actinobacteria	V	Beta-lactamase enzyme family	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2
FRAGMENTO_209_3	1171373.PACID_28630	5.01e-199	558.0	2DBHC@1|root,2Z98E@2|Bacteria,2I9EG@201174|Actinobacteria	201174|Actinobacteria	S	Acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase	-	-	-	-	-	-	-	-	-	-	-	-	AAT
FRAGMENTO_209_4	1171373.PACID_28620	2.92e-171	481.0	COG2367@1|root,COG2367@2|Bacteria,2I4PD@201174|Actinobacteria,4DV7Y@85009|Propionibacteriales	201174|Actinobacteria	V	Beta-lactamase enzyme family	-	-	3.5.2.6	ko:K17836	ko00311,ko01130,ko01501,map00311,map01130,map01501	M00627,M00628	R06363	RC01499	ko00000,ko00001,ko00002,ko01000,ko01504	-	-	-	Beta-lactamase2,Peptidase_S11
FRAGMENTO_210_1	935839.JAGJ01000013_gene2876	1.14e-18	82.8	2EASN@1|root,334UM@2|Bacteria,2GSVP@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_210_2	1171373.PACID_28610	4.61e-143	405.0	COG2304@1|root,COG2304@2|Bacteria,2IFH7@201174|Actinobacteria	201174|Actinobacteria	S	von Willebrand factor (vWF) type A domain	-	-	-	-	-	-	-	-	-	-	-	-	VWA
FRAGMENTO_210_3	1171373.PACID_28600	4.6e-64	196.0	COG0347@1|root,COG0347@2|Bacteria,2IKN1@201174|Actinobacteria,4DR0Z@85009|Propionibacteriales	201174|Actinobacteria	K	Belongs to the P(II) protein family	glnB	GO:0000166,GO:0003674,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0008144,GO:0008150,GO:0016020,GO:0017076,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0040007,GO:0043167,GO:0043168,GO:0043531,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0044464,GO:0051704,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363	-	ko:K04751	ko02020,map02020	-	-	-	ko00000,ko00001	-	-	-	P-II
FRAGMENTO_210_4	1122997.AUDD01000002_gene1056	1.02e-263	729.0	COG0004@1|root,COG0004@2|Bacteria,2GIZK@201174|Actinobacteria,4DNW9@85009|Propionibacteriales	201174|Actinobacteria	P	Ammonium Transporter Family	amt	-	-	ko:K03320	-	-	-	-	ko00000,ko02000	1.A.11	-	iNJ661.Rv2920c	Ammonium_transp
FRAGMENTO_210_5	1171373.PACID_28580	1.1e-50	169.0	COG2367@1|root,COG2367@2|Bacteria,2GJTM@201174|Actinobacteria	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_211_1	1171373.PACID_28580	1.08e-72	230.0	COG2367@1|root,COG2367@2|Bacteria,2GJTM@201174|Actinobacteria	201174|Actinobacteria	V	Beta-lactamase	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_211_3	1171373.PACID_28560	8.2e-84	250.0	COG2062@1|root,COG2062@2|Bacteria	2|Bacteria	T	phosphohistidine phosphatase, SixA	sixA	-	3.6.1.55	ko:K03574,ko:K08296	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	His_Phos_1
FRAGMENTO_211_4	1171373.PACID_28550	2.68e-228	630.0	COG3458@1|root,COG3458@2|Bacteria,2GNHH@201174|Actinobacteria	201174|Actinobacteria	Q	acetyl xylan esterase	axe1	-	3.1.1.41	ko:K01060	ko00311,ko01130,map00311,map01130	-	R03062	RC00020,RC00041	ko00000,ko00001,ko01000	-	-	-	AXE1
FRAGMENTO_212_1	1171373.PACID_28540	2.59e-199	555.0	COG0863@1|root,COG0863@2|Bacteria,2I5QP@201174|Actinobacteria	201174|Actinobacteria	L	Belongs to the N(4) N(6)-methyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_212_2	1171373.PACID_28530	5.23e-128	364.0	COG0221@1|root,COG0221@2|Bacteria,2GM7F@201174|Actinobacteria,4DQYI@85009|Propionibacteriales	201174|Actinobacteria	C	Catalyzes the hydrolysis of inorganic pyrophosphate (PPi) forming two phosphate ions	ppa	GO:0000287,GO:0003674,GO:0003824,GO:0004427,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0043167,GO:0043169,GO:0044237,GO:0044424,GO:0044444,GO:0044464,GO:0046872,GO:0071944	3.6.1.1	ko:K01507	ko00190,map00190	-	-	-	ko00000,ko00001,ko01000	-	-	iNJ661.Rv3628	Pyrophosphatase
FRAGMENTO_212_3	1171373.PACID_28520	3.23e-253	703.0	COG2027@1|root,COG2027@2|Bacteria,2GJPH@201174|Actinobacteria,4DN2Y@85009|Propionibacteriales	201174|Actinobacteria	M	D-alanyl-D-alanine carboxypeptidase	dacB	-	3.4.16.4	ko:K07259	ko00550,map00550	-	-	-	ko00000,ko00001,ko01000,ko01002,ko01011	-	-	-	Peptidase_S13
FRAGMENTO_212_4	1171373.PACID_28510	1.1e-68	217.0	COG0037@1|root,COG0037@2|Bacteria,2GJR4@201174|Actinobacteria,4DQ41@85009|Propionibacteriales	201174|Actinobacteria	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	GO:0008150,GO:0040007	2.4.2.8,6.3.4.19	ko:K00760,ko:K04075	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS
FRAGMENTO_213_1	1171373.PACID_28510	6.35e-96	288.0	COG0037@1|root,COG0037@2|Bacteria,2GJR4@201174|Actinobacteria,4DQ41@85009|Propionibacteriales	201174|Actinobacteria	D	Ligates lysine onto the cytidine present at position 34 of the AUA codon-specific tRNA(Ile) that contains the anticodon CAU, in an ATP-dependent manner. Cytidine is converted to lysidine, thus changing the amino acid specificity of the tRNA from methionine to isoleucine	tilS	GO:0008150,GO:0040007	2.4.2.8,6.3.4.19	ko:K00760,ko:K04075	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245,R09597	RC00063,RC00122,RC02633,RC02634	ko00000,ko00001,ko01000,ko03016	-	-	-	ATP_bind_3,TilS
FRAGMENTO_213_2	1171373.PACID_28500	5.59e-120	343.0	COG0634@1|root,COG0634@2|Bacteria,2GMDZ@201174|Actinobacteria,4DN1D@85009|Propionibacteriales	201174|Actinobacteria	F	Belongs to the purine pyrimidine phosphoribosyltransferase family	hpt	-	2.4.2.8	ko:K00760	ko00230,ko00983,ko01100,ko01110,map00230,map00983,map01100,map01110	-	R00190,R01132,R01229,R02142,R08237,R08238,R08245	RC00063,RC00122	ko00000,ko00001,ko01000	-	-	-	Pribosyltran
FRAGMENTO_213_3	1171373.PACID_28490	0.0	1194.0	COG0465@1|root,COG0465@2|Bacteria,2GJ4Q@201174|Actinobacteria,4DP9B@85009|Propionibacteriales	201174|Actinobacteria	O	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins	ftsH	GO:0003674,GO:0003824,GO:0004176,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006508,GO:0006807,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009056,GO:0009057,GO:0010468,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019222,GO:0019538,GO:0030163,GO:0040007,GO:0042623,GO:0043170,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050896,GO:0060255,GO:0065007,GO:0070011,GO:0071704,GO:0071944,GO:0140096,GO:1901564,GO:1901565,GO:1901575	-	ko:K03798	-	M00742	-	-	ko00000,ko00002,ko01000,ko01002,ko03110	-	-	-	AAA,FtsH_ext,Peptidase_M41
FRAGMENTO_214_1	1171373.PACID_28480	2.57e-134	382.0	COG0302@1|root,COG0302@2|Bacteria,2GP2P@201174|Actinobacteria,4DN6R@85009|Propionibacteriales	201174|Actinobacteria	H	GTP cyclohydrolase	folE	GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003933,GO:0003934,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009108,GO:0009987,GO:0016787,GO:0016810,GO:0016814,GO:0017076,GO:0017144,GO:0018130,GO:0019001,GO:0019238,GO:0019438,GO:0019751,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0034311,GO:0034312,GO:0034641,GO:0035639,GO:0036094,GO:0040007,GO:0042558,GO:0042559,GO:0043167,GO:0043168,GO:0043169,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0046872,GO:0046914,GO:0051186,GO:0051188,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617	3.5.4.16	ko:K01495	ko00790,ko01100,map00790,map01100	M00126,M00841,M00842,M00843	R00428,R04639,R05046,R05048	RC00263,RC00294,RC00323,RC00945,RC01188	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv3609c	GTP_cyclohydroI
FRAGMENTO_214_2	1170318.PALO_09200	1.91e-81	258.0	COG2885@1|root,COG2885@2|Bacteria,2HJR3@201174|Actinobacteria,4DWEB@85009|Propionibacteriales	201174|Actinobacteria	M	OmpA family	-	-	-	-	-	-	-	-	-	-	-	-	OmpA
FRAGMENTO_214_4	1171373.PACID_28470	1.13e-146	417.0	COG0294@1|root,COG0294@2|Bacteria,2GJDQ@201174|Actinobacteria,4DPQM@85009|Propionibacteriales	201174|Actinobacteria	H	Catalyzes the condensation of para-aminobenzoate (pABA) with 6-hydroxymethyl-7,8-dihydropterin diphosphate (DHPt-PP) to form 7,8-dihydropteroate (H2Pte), the immediate precursor of folate derivatives	folP	-	2.5.1.15	ko:K00796	ko00790,ko01100,map00790,map01100	M00126,M00841	R03066,R03067	RC00121,RC00842	ko00000,ko00001,ko00002,ko01000	-	-	-	Pterin_bind
FRAGMENTO_215_2	1171373.PACID_28460	1.45e-66	204.0	COG1539@1|root,COG1539@2|Bacteria,2IHSW@201174|Actinobacteria	201174|Actinobacteria	H	Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin	folB	GO:0008150,GO:0040007	1.13.11.81,2.7.6.3,4.1.2.25,5.1.99.8	ko:K01633,ko:K13940	ko00790,ko01100,map00790,map01100	M00126,M00840	R03503,R03504,R11037,R11073	RC00002,RC00017,RC00721,RC00943,RC01479,RC03333,RC03334	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB
FRAGMENTO_215_3	1171373.PACID_28450	7.62e-124	353.0	COG0801@1|root,COG0801@2|Bacteria,2H3G6@201174|Actinobacteria,4DQ88@85009|Propionibacteriales	201174|Actinobacteria	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	folK	-	2.7.6.3,4.1.2.25	ko:K00950,ko:K13940	ko00790,ko01100,map00790,map01100	M00126,M00841	R03503,R03504	RC00002,RC00017,RC00721,RC00943	ko00000,ko00001,ko00002,ko01000	-	-	-	FolB,HPPK
FRAGMENTO_215_6	1171373.PACID_28420	5.48e-203	568.0	COG0649@1|root,COG0649@2|Bacteria,2GKEZ@201174|Actinobacteria,4DSY9@85009|Propionibacteriales	201174|Actinobacteria	C	Belongs to the complex I 49 kDa subunit family	nuoD	-	1.6.5.3	ko:K00333	ko00190,ko01100,map00190,map01100	M00144	R11945	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.1	-	-	Complex1_49kDa
FRAGMENTO_216_2	1171373.PACID_28410	5.54e-69	208.0	2C4MW@1|root,32RKK@2|Bacteria,2IQ6A@201174|Actinobacteria,4DRM6@85009|Propionibacteriales	201174|Actinobacteria	S	Lsr2	lsr	-	-	-	-	-	-	-	-	-	-	-	Lsr2
FRAGMENTO_216_3	1171373.PACID_28400	0.0	1522.0	COG0542@1|root,COG0542@2|Bacteria,2GJ77@201174|Actinobacteria,4DPBH@85009|Propionibacteriales	201174|Actinobacteria	O	C-terminal, D2-small domain, of ClpB protein	clpC	GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006457,GO:0008150,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030312,GO:0040007,GO:0042802,GO:0042803,GO:0044183,GO:0044424,GO:0044444,GO:0044464,GO:0046983,GO:0071944	-	ko:K03696	ko01100,map01100	-	-	-	ko00000,ko03110	-	-	-	AAA,AAA_2,ClpB_D2-small,Clp_N,UVR
FRAGMENTO_217_2	68170.KL590555_gene7063	3.5e-19	83.6	COG0477@1|root,COG0477@2|Bacteria,2GIUM@201174|Actinobacteria,4E04V@85010|Pseudonocardiales	201174|Actinobacteria	EGP	Major Facilitator Superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
FRAGMENTO_217_3	1476876.JOJO01000018_gene591	3.08e-131	389.0	COG0477@1|root,COG0477@2|Bacteria,2GIUM@201174|Actinobacteria	201174|Actinobacteria	EGP	Major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
FRAGMENTO_217_4	1292373.H640_01116	1.98e-170	503.0	COG0177@1|root,COG0270@1|root,COG0177@2|Bacteria,COG0270@2|Bacteria,2GJR6@201174|Actinobacteria,4DVPX@85009|Propionibacteriales	201174|Actinobacteria	H	C-5 cytosine-specific DNA methylase	-	-	2.1.1.37	ko:K00558	ko00270,ko01100,ko05206,map00270,map01100,map05206	M00035	R04858	RC00003,RC00332	ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036	-	-	-	DNA_methylase,EndIII_4Fe-2S
FRAGMENTO_218_1	1292373.H640_01111	8.02e-55	174.0	COG3727@1|root,COG3727@2|Bacteria,2IKPY@201174|Actinobacteria,4DSJ6@85009|Propionibacteriales	201174|Actinobacteria	L	DNA mismatch endonuclease Vsr	vsr	-	-	ko:K07458	-	-	-	-	ko00000,ko01000,ko03400	-	-	-	DUF559,NUDIX,Vsr
FRAGMENTO_218_2	1292373.H640_01106	1.98e-278	801.0	COG1100@1|root,COG1100@2|Bacteria,2I8GF@201174|Actinobacteria,4DV8E@85009|Propionibacteriales	201174|Actinobacteria	L	Z1 domain	-	-	-	-	-	-	-	-	-	-	-	-	Z1
FRAGMENTO_219_2	1122998.AUHZ01000008_gene1455	9.99e-219	628.0	28JJU@1|root,2Z9CS@2|Bacteria,2IFY1@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_219_3	1171373.PACID_28360	6.65e-101	304.0	2DGRS@1|root,2ZX1P@2|Bacteria,2HATB@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_220_1	1292373.H640_01086	1.86e-66	213.0	2ES8K@1|root,33JT9@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_220_2	1171373.PACID_28370	0.0	1048.0	28JJU@1|root,2Z9CS@2|Bacteria,2IFY1@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_220_3	1171373.PACID_28360	9.34e-152	431.0	2DGRS@1|root,2ZX1P@2|Bacteria,2HATB@201174|Actinobacteria	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_221_2	1292373.H640_01086	3.85e-59	195.0	2ES8K@1|root,33JT9@2|Bacteria	2|Bacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_221_4	428125.CLOLEP_00158	2.32e-28	114.0	29XDV@1|root,30J3Z@2|Bacteria,1W1G1@1239|Firmicutes,252S6@186801|Clostridia	186801|Clostridia	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
FRAGMENTO_221_5	1171373.PACID_28320	3.76e-135	384.0	COG0702@1|root,COG0702@2|Bacteria	2|Bacteria	GM	epimerase	-	-	-	ko:K07118	-	-	-	-	ko00000	-	-	-	NAD_binding_10
FRAGMENTO_222_1	1171373.PACID_28310	1.58e-288	799.0	COG1403@1|root,COG1403@2|Bacteria,2GU7G@201174|Actinobacteria,4DQSY@85009|Propionibacteriales	201174|Actinobacteria	V	HNH nucleases	-	-	-	-	-	-	-	-	-	-	-	-	DUF222,HNH
